Temp,Humd,Label
31.0,78.0,1
31.0,78.0,1
32.0,76.0,1
32.0,77.0,1
32.0,75.0,1
32.0,74.0,1
32.0,75.0,1
32.0,74.0,1
32.0,74.0,1
32.0,74.0,1
32.0,74.0,1
32.0,74.0,1
33.0,73.0,1
33.0,74.0,1
33.0,74.0,1
33.0,74.0,1
33.0,55.0,1
33.0,50.0,1
33.0,50.0,1
32.0,41.0,1
31.0,37.0,1
31.0,36.0,1
31.0,35.0,1
31.0,35.0,1
31.0,34.0,1
31.0,33.0,1
31.0,32.0,1
30.0,31.0,1
30.0,31.0,1
30.0,30.0,1
30.0,29.0,1
29.0,29.0,1
29.0,29.0,1
29.0,29.0,1
28.0,26.0,1
28.0,24.0,1
28.0,23.0,1
27.0,24.0,1
27.0,24.0,1
27.0,24.0,1
26.0,24.0,1
26.0,34.0,1
26.0,35.0,1
27.0,53.0,1
27.0,54.0,1
28.0,61.0,1
29.0,68.0,1
29.0,70.0,1
30.0,76.0,1
31.0,78.0,1
31.0,79.0,1
31.0,79.0,1
31.0,80.0,1
32.0,83.0,1
32.0,84.0,1
32.0,84.0,1
32.0,84.0,1
32.0,84.0,1
32.0,84.0,1
33.0,83.0,1
33.0,84.0,1
33.0,84.0,1
33.0,84.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
25.0,80.0,1
24.0,80.0,1
24.0,79.0,1
24.0,76.0,1
24.0,72.0,1
23.0,69.0,1
23.0,65.0,1
23.0,65.0,1
23.0,51.0,1
23.0,48.0,1
23.0,48.0,1
23.0,44.0,1
23.0,44.0,1
23.0,43.0,1
23.0,42.0,1
23.0,42.0,1
23.0,42.0,1
23.0,40.0,1
23.0,38.0,1
23.0,37.0,1
23.0,36.0,1
23.0,35.0,1
23.0,34.0,1
23.0,34.0,1
23.0,33.0,1
23.0,33.0,1
26.0,82.0,1
25.0,85.0,1
24.0,85.0,1
24.0,85.0,1
24.0,83.0,1
24.0,83.0,1
24.0,81.0,1
24.0,81.0,1
24.0,81.0,1
24.0,81.0,1
24.0,81.0,1
24.0,81.0,1
24.0,79.0,1
24.0,79.0,1
24.0,79.0,1
24.0,79.0,1
24.0,79.0,1
23.0,68.0,1
23.0,65.0,1
23.0,59.0,1
23.0,59.0,1
23.0,57.0,1
23.0,57.0,1
23.0,55.0,1
23.0,52.0,1
23.0,52.0,1
23.0,47.0,1
23.0,42.0,1
23.0,40.0,1
23.0,39.0,1
23.0,39.0,1
23.0,38.0,1
23.0,38.0,1
23.0,37.0,1
23.0,35.0,1
23.0,35.0,1
23.0,35.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
22.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,28.0,1
23.0,28.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,29.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,27.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,27.0,1
23.0,28.0,1
23.0,27.0,1
23.0,27.0,1
23.0,28.0,1
24.0,79.0,1
24.0,80.0,1
24.0,81.0,1
24.0,80.0,1
24.0,79.0,1
24.0,80.0,1
24.0,80.0,1
24.0,79.0,1
24.0,79.0,1
24.0,79.0,1
24.0,79.0,1
24.0,77.0,1
24.0,77.0,1
24.0,77.0,1
24.0,77.0,1
24.0,75.0,1
24.0,75.0,1
24.0,73.0,1
24.0,73.0,1
24.0,73.0,1
24.0,72.0,1
24.0,70.0,1
24.0,69.0,1
23.0,53.0,1
23.0,51.0,1
23.0,51.0,1
23.0,49.0,1
23.0,45.0,1
23.0,44.0,1
23.0,43.0,1
23.0,39.0,1
23.0,38.0,1
23.0,36.0,1
23.0,34.0,1
23.0,34.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,32.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,27.0,1
23.0,27.0,1
23.0,29.0,1
24.0,80.0,1
24.0,80.0,1
24.0,80.0,1
24.0,80.0,1
24.0,80.0,1
23.0,78.0,1
23.0,77.0,1
23.0,76.0,1
23.0,74.0,1
23.0,74.0,1
23.0,73.0,1
23.0,71.0,1
23.0,69.0,1
23.0,69.0,1
23.0,66.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,52.0,1
23.0,52.0,1
23.0,50.0,1
23.0,50.0,1
23.0,44.0,1
23.0,41.0,1
23.0,41.0,1
23.0,40.0,1
23.0,37.0,1
23.0,36.0,1
23.0,36.0,1
23.0,34.0,1
23.0,34.0,1
23.0,33.0,1
23.0,33.0,1
23.0,32.0,1
23.0,32.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,66.0,1
23.0,69.0,1
23.0,69.0,1
23.0,69.0,1
23.0,69.0,1
23.0,64.0,1
23.0,64.0,1
23.0,62.0,1
23.0,61.0,1
23.0,61.0,1
23.0,60.0,1
23.0,58.0,1
23.0,57.0,1
23.0,57.0,1
23.0,56.0,1
23.0,56.0,1
23.0,55.0,1
23.0,55.0,1
23.0,51.0,1
23.0,49.0,1
23.0,49.0,1
23.0,49.0,1
23.0,47.0,1
23.0,46.0,1
23.0,46.0,1
23.0,46.0,1
23.0,46.0,1
23.0,45.0,1
23.0,43.0,1
23.0,42.0,1
23.0,42.0,1
23.0,42.0,1
23.0,41.0,1
23.0,38.0,1
23.0,37.0,1
23.0,35.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,32.0,1
23.0,33.0,1
23.0,34.0,1
23.0,36.0,1
23.0,48.0,1
24.0,64.0,1
25.0,68.0,1
25.0,69.0,1
26.0,71.0,1
27.0,73.0,1
27.0,74.0,1
27.0,76.0,1
28.0,76.0,1
28.0,76.0,1
28.0,76.0,1
28.0,76.0,1
28.0,77.0,1
28.0,77.0,1
28.0,77.0,1
28.0,77.0,1
28.0,78.0,1
28.0,78.0,1
28.0,78.0,1
28.0,78.0,1
28.0,79.0,1
28.0,79.0,1
28.0,79.0,1
28.0,78.0,1
28.0,79.0,1
28.0,79.0,1
28.0,79.0,1
28.0,79.0,1
28.0,79.0,1
28.0,79.0,1
28.0,79.0,1
28.0,70.0,1
28.0,59.0,1
28.0,50.0,1
28.0,50.0,1
28.0,47.0,1
27.0,44.0,1
27.0,43.0,1
27.0,43.0,1
27.0,43.0,1
27.0,42.0,1
27.0,42.0,1
27.0,40.0,1
27.0,39.0,1
27.0,39.0,1
27.0,39.0,1
27.0,38.0,1
26.0,35.0,1
26.0,35.0,1
26.0,35.0,1
26.0,33.0,1
26.0,33.0,1
26.0,33.0,1
26.0,33.0,1
26.0,32.0,1
26.0,31.0,1
26.0,31.0,1
25.0,31.0,1
25.0,31.0,1
25.0,31.0,1
25.0,30.0,1
25.0,29.0,1
25.0,29.0,1
25.0,28.0,1
24.0,27.0,1
24.0,27.0,1
24.0,27.0,1
24.0,27.0,1
25.0,64.0,1
24.0,63.0,1
24.0,63.0,1
24.0,60.0,1
24.0,52.0,1
24.0,52.0,1
24.0,51.0,1
24.0,51.0,1
24.0,49.0,1
24.0,49.0,1
24.0,47.0,1
24.0,47.0,1
24.0,45.0,1
24.0,40.0,1
24.0,39.0,1
24.0,38.0,1
24.0,38.0,1
24.0,37.0,1
24.0,36.0,1
24.0,36.0,1
24.0,35.0,1
26.0,73.0,1
27.0,75.0,1
27.0,76.0,1
27.0,76.0,1
28.0,77.0,1
28.0,78.0,1
174.26390914247324,126.0200347101541,0.0
399.4350022750618,736.2176603284147,0.0
834.8363100334017,556.0115130284429,0.0
224.7532915749132,666.0378634766918,0.0
751.8898552612117,448.74199650935765,0.0
228.39994946626396,510.3978864778009,0.0
612.628764713946,713.7319064678875,0.0
937.3817312781374,945.8745427362011,0.0
598.7397439276931,293.43898640130936,0.0
438.67979014179593,35.71336675647008,0.0
311.3907915574108,752.1353089405699,0.0
284.9508691279872,131.61077334042403,0.0
323.1818539002945,0.8714675683270112,0.0
881.6002715381309,0.045533412808773654,0.0
913.8429055179778,611.6597771241863,0.0
838.3733109025752,887.6861467542897,0.0
78.32315902141862,403.0587492306883,0.0
198.3057680218101,182.45664846139476,0.0
235.51534953489838,535.1808984901803,0.0
778.9163938124101,789.7190409781032,0.0
261.2802937607728,403.097333587896,0.0
450.62730095042826,867.1452128027736,0.0
759.2041650753888,29.851640181814744,0.0
87.88534879814003,483.19285899645246,0.0
281.24639559694054,905.5714969937839,0.0
716.6602965674603,347.88171935504744,0.0
231.75788795362163,689.6485312852013,0.0
715.218153046843,46.969611186244876,0.0
64.40286962089792,811.2007730670671,0.0
431.3095781363423,569.8121795953291,0.0
687.2142366268316,239.65304060448221,0.0
503.56252303933155,941.2326093687313,0.0
352.1308686730964,747.8557172736256,0.0
83.57521646056266,319.29735392163417,0.0
137.06341865592597,834.5410409224265,0.0
994.3433056022714,806.0127703499375,0.0
126.0541216926082,875.7761433735816,0.0
177.69759367546257,214.29216699843622,0.0
911.2853080659388,504.01261126593124,0.0
456.49391222794844,270.4487903316889,0.0
884.1983613235387,312.1514882178997,0.0
448.66373916517034,877.7171012371514,0.0
96.86311596555896,754.1287455499172,0.0
288.012947455328,465.56101710562405,0.0
791.8679069498537,431.1651241508612,0.0
329.1207362135935,394.64679994104665,0.0
148.27020726483065,564.7305758596234,0.0
926.5659699300346,307.8315886793942,0.0
732.5395826043947,124.5657167219274,0.0
953.6451259749587,119.0736539522742,0.0
17.71295013061991,22.305170145831,0.0
775.7194825932856,343.6014451961128,0.0
754.8622647222032,559.2477240392689,0.0
93.70817348199733,885.1354625044818,0.0
429.8573386063551,459.3283235482336,0.0
107.634129711362,533.4532327675254,0.0
619.8710881238653,186.85890345392943,0.0
585.2537817729753,567.5643019290501,0.0
415.2216239810803,236.4189335017659,0.0
656.6042146484293,551.4326412548477,0.0
464.7866470208727,858.7175486085727,0.0
771.6497897776587,976.6649375755691,0.0
409.0280686488955,531.8793297182818,0.0
639.5018828082464,915.192501381603,0.0
416.08294185958493,385.89506300963484,0.0
10.356528716690573,148.10957161529393,0.0
115.13839704528239,600.4404649352539,0.0
118.9068308138137,737.7070675219628,0.0
260.7685139826268,145.3349684722588,0.0
846.1814249051644,878.045213249722,0.0
211.8827898967761,886.3461204256139,0.0
803.7558547218873,702.5635956876838,0.0
540.1736494512573,158.33446185624268,0.0
440.1755473749849,40.19731336872956,0.0
41.42243905965559,862.8332025158617,0.0
552.1453616081324,971.3827472741149,0.0
535.3541135896804,19.022995156889657,0.0
226.93113274795783,136.5134018130144,0.0
5.0906186656536345,625.6262425460421,0.0
627.7349805101571,689.3423844743184,0.0
405.6551242443852,214.22029190561233,0.0
664.506844040505,920.2872784911824,0.0
537.563850761325,650.2916546283981,0.0
439.5798158187395,201.93355712347605,0.0
991.7707645228971,652.3382680080092,0.0
82.63710789153423,643.6379398334202,0.0
331.1654406013953,363.5097016766281,0.0
692.2062590549398,774.6982597131783,0.0
329.85827754577093,299.9358202407867,0.0
20.0436450040965,540.8021896740545,0.0
162.0280653686641,630.1771579839658,0.0
441.201036357699,296.0907057919225,0.0
79.00334553146115,772.6207855071593,0.0
938.1741635393289,428.14123589944995,0.0
57.50650166778648,202.79139232304965,0.0
181.2450322629485,710.8204823899662,0.0
880.457461594673,440.08456160021404,0.0
330.7464885826058,490.57491792543607,0.0
996.6775731800586,888.2195228763096,0.0
356.32010926496514,539.5398456135379,0.0
240.99678757922604,666.4065987089884,0.0
205.7183568344747,556.9961945597747,0.0
362.277652109952,654.5939545240918,0.0
775.3077238784257,0.8883243025123999,0.0
132.5153900309577,115.1683738684216,0.0
804.0490262418749,451.9916204736034,0.0
413.1255710906363,489.32069140955736,0.0
482.4778141493666,991.0636372304222,0.0
833.4568408672507,906.8296009168416,0.0
350.1726188496598,887.996673418737,0.0
6.072507935090177,642.8198676452585,0.0
490.6313647598793,660.4371260107554,0.0
970.1057804388423,700.2289622319132,0.0
8.609847870120756,961.8237811406148,0.0
182.01277328374155,701.6698283513242,0.0
924.6105493106948,37.757581687549276,0.0
984.0191399689094,544.7849489763688,0.0
310.4503243740729,131.40662561843175,0.0
496.79378709097335,205.41459060609512,0.0
375.6250643567192,563.38858424967,0.0
859.8559930296449,293.9896195138767,0.0
224.47591213599637,639.0645095853982,0.0
839.6178927954217,419.4749379258417,0.0
137.85663312142137,467.8078023151538,0.0
695.0921226109514,257.4200901375532,0.0
62.540765183129125,708.9265750441431,0.0
499.21182166044645,503.9040246500197,0.0
377.0113289463447,897.0112661286704,0.0
453.10401011425984,771.1126179636861,0.0
362.6807925870703,874.9297925246312,0.0
807.3019483274047,73.00429369175309,0.0
63.84254593243055,263.973748903262,0.0
71.31702757669922,898.9360872459832,0.0
341.4751504921254,451.87854604512665,0.0
679.3417347709195,16.338140480363418,0.0
87.09670483725718,21.632470981911013,0.0
507.5464939289144,952.4724858368606,0.0
260.9506955022317,926.9894092462405,0.0
539.1399967579542,46.48054805818147,0.0
297.65825325307407,391.6189725735002,0.0
664.8894540014597,571.9068522341653,0.0
213.99625088842157,113.66158388107795,0.0
843.4699347199997,460.5170306208589,0.0
324.1928854941502,510.2518932277129,0.0
725.2113983088138,843.3516786263509,0.0
354.36814011942386,349.3463004420794,0.0
923.2451823325074,340.85846810152265,0.0
776.6020456862913,18.140600756154424,0.0
272.9737586375486,979.0690943578478,0.0
702.1191231645605,535.7224064034776,0.0
577.0847209662993,198.2293843839108,0.0
347.43793474745746,23.15704198211921,0.0
373.6650023018625,368.4447225601882,0.0
273.5935431560255,288.2266263005905,0.0
923.8767876588524,24.027910993621006,0.0
287.3345163806559,827.3940164468286,0.0
769.1020682930795,988.2416750389773,0.0
432.22386169467666,412.9923492089519,0.0
1.9251734468926918,18.33654744511437,0.0
784.9893973455539,508.8644251109641,0.0
671.7272234119741,445.6853043005825,0.0
463.2798346481907,468.95827038573844,0.0
204.3132961802835,384.6468295432195,0.0
785.9704180067197,988.0765647530743,0.0
156.28474954868366,188.93539270439587,0.0
647.3934052914653,633.3420073479191,0.0
858.8673418128653,211.5347144886509,0.0
270.8358855560834,887.8213949530759,0.0
126.01365293050316,440.95101359361433,0.0
526.664060919616,841.0408355867936,0.0
681.4335349852986,123.11244036619252,0.0
88.55311975824442,649.4981333666303,0.0
16.905576835136937,670.1632142464103,0.0
524.4540002526277,24.07634943018444,0.0
634.0357518416203,97.78833337658521,0.0
599.7956697909227,756.2329048559875,0.0
724.1922121032138,112.30349021775154,0.0
848.538270478241,252.35232395548857,0.0
446.2124731189178,272.8863778347882,0.0
738.7744511740744,257.4188209857038,0.0
824.4288821256163,645.774410311984,0.0
23.255628700669885,942.8347825382017,0.0
246.17210572686687,776.2948441964097,0.0
895.3286966341363,988.6276398506818,0.0
916.8737999678249,748.7880471313106,0.0
446.9697816267657,485.0386348108716,0.0
251.35017388788648,257.2258723599264,0.0
23.46755611699125,368.829037524498,0.0
494.02711732977787,377.72426556950745,0.0
914.2081732961591,509.2319234499555,0.0
299.798095991183,657.5920300054585,0.0
102.66246399490464,91.81389982823008,0.0
727.1587077342898,57.82135417688927,0.0
990.2053952415349,724.2253649981792,0.0
884.6759815824855,413.75120885388907,0.0
74.5814799629424,18.57467014302461,0.0
293.3652830899004,685.2115807365583,0.0
677.5015553905429,975.9894739106406,0.0
306.66131437038945,91.29511492921682,0.0
744.6485345838265,763.7488535554726,0.0
